0,0,0,0,0.0,0.0,0,0.0,0
0.0,0.0,-4.118668127567082e-05,-5.723485258197044e-09,-0.008013559239114497,-0.003570577466063902,65.81491203402196,0.0,0
-0.016529878001341154,0.02959922464866351,-0.0025643734511218014,-0.0037630503969401184,-0.023573325115626143,-0.0017521648532254214,72.1052770628343,0.0,0
-0.01723725983466734,0.035786536847452914,-0.014490382022332878,-0.02335048413261826,-0.046098890947249345,-0.007358030440731434,71.50857755590786,0.0,0
-0.0321867974265783,0.021012765529686377,-0.029404349643029005,-0.04823801511429859,-0.07528391957675623,-0.02225633491988966,71.46051696164098,0.0,0
-0.04522588829160625,0.006153331110408291,-0.046219269729676854,-0.07628662225050069,-0.11067666328935301,-0.04319951657190708,71.46162367637822,0.0,0
-0.05529325946942687,-0.006722978794158899,-0.06484144047890328,-0.10736728095734985,-0.15183596185438708,-0.06824472103284708,71.46910730647167,1.0,0.06496420003793772
-0.07203991691256673,-0.02721163347671828,-0.08423782283990167,-0.14039622202167545,-0.17952497831931466,-0.08334560227643825,71.4481141276824,1.0,0.06246929953315186
-0.08469727632541549,-0.04452271006710183,-0.10366468536180413,-0.17349708505867498,-0.19450087279595013,-0.08986152436501581,71.38043181362309,1.0,0.06107487996467771
-0.1022915013132668,-0.06449883558100312,-0.12188495800944872,-0.20438483297221272,-0.1976116170335588,-0.08962028795628058,71.32401779335609,1.0,0.060374709546517046
-0.11802755812457662,-0.09084414647792756,-0.13823922717860918,-0.23200089298621596,-0.1896236857227492,-0.08451435005162145,71.28130708215998,1.0,0.06705582425855539
-0.12069958548274157,-0.09582397080322119,-0.1507677706427069,-0.25314168176054397,-0.17116946629028362,-0.07288229790687097,71.26072000911819,1.0,0.07917539672132126
-0.12406731890783736,-0.0884417356688769,-0.15879460077444632,-0.26669007318185334,-0.14300326148547315,-0.05450120909569541,71.26654763010629,1.0,0.09007599506939255
-0.11736331742915876,-0.07640561840726506,-0.16127310276550583,-0.270866992626054,-0.10575709473264465,-0.03003350037131997,71.31228615149469,1.0,0.09657983507003472
-0.0985401089948851,-0.05740666318886562,-0.15677123121089556,-0.2632124085545824,-0.06002638878578233,0.00023282557428479667,71.40508864950266,1.0,0.10712544947576759
-0.07749903473342966,-0.024844576193151193,-0.14501139439570349,-0.24320604943645507,-0.00649609031550785,0.03677936791743687,71.55418698925175,1.0,0.09014313305707367
