0.02094249564,-0.03333333333,-1.00911671,1
0.04187572841,-0.06666666667,-1.009413151,1
0.06279059311,-0.1,-1.009907318,1
0.08367791578,-0.1333333333,-1.010599364,1
0.1045285346,-0.1666666667,-1.011489498,1
0.1253333037,-0.2,-1.012577988,1
0.1460830974,-0.2333333333,-1.013865161,1
0.1667688144,-0.2666666667,-1.015351397,1
0.187381381,-0.3,-1.017037135,1
0.2079117559,-0.3333333333,-1.018922862,1
0.2283509339,-0.3666666667,-1.021009119,1
0.2486899496,-0.4,-1.023296492,1
0.2689198818,-0.4333333333,-1.025785613,1
0.2890318567,-0.4666666667,-1.028477158,1
0.3090170528,-0.5,-1.031371839,1
0.3288667038,-0.5333333333,-1.034470404,1
0.348572103,-0.5666666667,-1.037773632,1
0.368124607,-0.6,-1.041282329,1
0.3875156393,-0.6333333333,-1.044997322,1
0.4067366945,-0.6666666667,-1.048919454,1
0.4257793416,-0.7,-1.05304958,1
0.4446352278,-0.7333333333,-1.057388558,1
0.4632960823,-0.7666666667,-1.061937247,1
0.4817537199,-0.8,-1.066696496,1
0.5000000443,-0.8333333333,-1.071667139,1
0.5180270523,-0.8666666667,-1.076849986,1
0.5358268365,-0.9,-1.082245814,1
0.5533915893,-0.9333333333,-1.087855361,1
0.5707136064,-0.9666666667,-1.093679316,1
0.5877852896,-1,-1.099718306,1
0.6045991507,-1.033333333,-1.10597289,1
0.6211478148,-1.066666667,-1.112443547,1
0.6374240229,-1.1,-1.119130662,1
0.6534206358,-1.133333333,-1.126034519,1
0.6691306368,-1.166666667,-1.133155287,1
0.684547135,-1.2,-1.140493006,1
0.6996633683,-1.233333333,-1.148047574,1
0.7144727061,-1.266666667,-1.155818739,1
0.7289686527,-1.3,-1.163806078,1
0.7431448495,-1.333333333,-1.172008988,1
0.7569950784,-1.366666667,-1.180426672,1
0.7705132643,-1.4,-1.189058122,1
0.7836934777,-1.433333333,-1.197902108,1
0.7965299372,-1.466666667,-1.20695716,1
0.8090170124,-1.5,-1.216221558,1
0.8211492261,-1.533333333,-1.225693318,1
0.8329212566,-1.566666667,-1.235370174,1
0.8443279403,-1.6,-1.245249571,1
0.855364274,-1.633333333,-1.255328648,1
0.8660254166,-1.666666667,-1.265604229,1
0.8763066919,-1.7,-1.276072811,1
0.8862035901,-1.733333333,-1.286730555,1
0.8957117703,-1.766666667,-1.297573276,1
0.9048270616,-1.8,-1.308596437,1
0.913545466,-1.833333333,-1.319795143,1
0.9218631591,-1.866666667,-1.331164137,1
0.9297764927,-1.9,-1.342697794,1
0.9372819956,-1.933333333,-1.354390126,1
0.9443763756,-1.966666667,-1.366234778,1
0.951056521,-2,-1.378225033,1
0.9573195017,-2.033333333,-1.39035382,1
0.9631625704,-2.066666667,-1.402613717,1
0.9685831642,-2.1,-1.414996962,1
0.9735789054,-2.133333333,-1.42749547,1
0.9781476029,-2.166666667,-1.44010084,1
0.9822872525,-2.2,-1.452804377,1
0.9859960384,-2.233333333,-1.465597107,1
0.989272334,-2.266666667,-1.478469801,1
0.9921147021,-2.3,-1.491412997,1
0.9945218959,-2.333333333,-1.504417025,1
0.9964928596,-2.366666667,-1.51747203,1
0.9980267286,-2.4,-1.530568007,1
0.9991228302,-2.433333333,-1.543694822,1
0.9997806835,-2.466666667,-1.55684225,1
1,-2.5,-1.57,1
0.9997806835,-2.533333333,-1.58315775,1
0.9991228302,-2.566666667,-1.596305178,1
0.9980267286,-2.6,-1.609431993,1
0.9964928596,-2.633333333,-1.62252797,1
0.9945218959,-2.666666667,-1.635582975,1
0.9921147021,-2.7,-1.648587003,1
0.989272334,-2.733333333,-1.661530199,1
0.9859960384,-2.766666667,-1.674402893,1
0.9822872525,-2.8,-1.687195623,1
0.9781476029,-2.833333333,-1.69989916,1
0.9735789054,-2.866666667,-1.71250453,1
0.9685831642,-2.9,-1.725003038,1
0.9631625704,-2.933333333,-1.737386283,1
0.9573195017,-2.966666667,-1.74964618,1
0.951056521,-3,-1.761774967,1
0.9443763756,-3.033333333,-1.773765222,1
0.9372819956,-3.066666667,-1.785609874,1
0.9297764927,-3.1,-1.797302206,1
0.9218631591,-3.133333333,-1.808835863,1
0.913545466,-3.166666667,-1.820204857,1
0.9048270616,-3.2,-1.831403563,1
0.8957117703,-3.233333333,-1.842426724,1
0.8862035901,-3.266666667,-1.853269445,1
0.8763066919,-3.3,-1.863927189,1
0.8660254166,-3.333333333,-1.874395771,1
0.855364274,-3.366666667,-1.884671352,1
0.8443279403,-3.4,-1.894750429,1
0.8329212566,-3.433333333,-1.904629826,1
0.8211492261,-3.466666667,-1.914306682,1
0.8090170124,-3.5,-1.923778442,1
0.7965299372,-3.533333333,-1.93304284,1
0.7836934777,-3.566666667,-1.942097892,1
0.7705132643,-3.6,-1.950941878,1
0.7569950784,-3.633333333,-1.959573328,1
0.7431448495,-3.666666667,-1.967991012,1
0.7289686527,-3.7,-1.976193922,1
0.7144727061,-3.733333333,-1.984181261,1
0.6996633683,-3.766666667,-1.991952426,1
0.684547135,-3.8,-1.999506994,1
0.6691306368,-3.833333333,-2.006844713,1
0.6534206358,-3.866666667,-2.013965481,1
0.6374240229,-3.9,-2.020869338,1
0.6211478148,-3.933333333,-2.027556453,1
0.6045991507,-3.966666667,-2.03402711,1
0.5877852896,-4,-2.040281694,1
0.5707136064,-4.033333333,-2.046320684,1
0.5533915893,-4.066666667,-2.052144639,1
0.5358268365,-4.1,-2.057754186,1
0.5180270523,-4.133333333,-2.063150014,1
0.5000000443,-4.166666667,-2.068332861,1
0.4817537199,-4.2,-2.073303504,1
0.4632960823,-4.233333333,-2.078062753,1
0.4446352278,-4.266666667,-2.082611442,1
0.4257793416,-4.3,-2.08695042,1
0.4067366945,-4.333333333,-2.091080546,1
0.3875156393,-4.366666667,-2.095002678,1
0.368124607,-4.4,-2.098717671,1
0.348572103,-4.433333333,-2.102226368,1
0.3288667038,-4.466666667,-2.105529596,1
0.3090170528,-4.5,-2.108628161,1
0.2890318567,-4.533333333,-2.111522842,1
0.2689198818,-4.566666667,-2.114214387,1
0.2486899496,-4.6,-2.116703508,1
0.2283509339,-4.633333333,-2.118990881,1
0.2079117559,-4.666666667,-2.121077138,1
0.187381381,-4.7,-2.122962865,1
0.1667688144,-4.733333333,-2.124648603,1
0.1460830974,-4.766666667,-2.126134839,1
